Title job,Employer,Profile employer,Location,How long ago,Link
Director de acabados,aed,https://co.linkedin.com/company/aedconstructores?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cartagena, Bolívar, Colombia",3 days ago,https://co.linkedin.com/jobs/view/director-de-acabados-at-aed-4186591826?position=1&pageNum=0&refId=VbVqSfWnOfkarVAvpcppRg%3D%3D&trackingId=uUJRHlpZwz6p6bpqq9E3lQ%3D%3D
